Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,同意声明点击同意✔的同时，您并没有放弃您的合法权益，研究者和瑞尔森大学仍受法律责任和专业义务的管制。 本人已阅读并理解以上信息。本人知道可以在任何时间，不需经任何同意的情况下退出此研究，关闭浏览器即可。,,我认为产品商标上的环保标志是很重要的。,我比较相信产品商标上的环保信息。,我理解环保认证的概念。,我相信个人可以做许多事情来改善环境。,我相信企业、公司可以做很多事情来改善环境。,我认为有必要对时尚产品进行环保认证。,我相信环保认证对买家是有帮助的。,如果可以的话，我会寻求有环保认证的衣服。,只要有可能，我就会购买我认为环保的产品。,我愿意为环保产品付更高的价钱。,我愿意为有环保认证的衣服支付额外费用。,我做好了为环保产品支付更高价格的准备。,我愿意用减少消费支出的方式来保护环境。,保护自然环境提高了我的生活质量。,当我在两件相同的衣服中做选择时，我会买对他人和环境更无害的那一件。,我会避免购买对环境有潜在伤害性的衣服。,支持环境保护这件事使我更加致力于环境保护。,比起其他任何类型的衣服，我更愿意把钱花在生态友好型的衣服上。,我认为生态友好型服装的价格通常高于平均值。,我更喜欢购买环保服装，即使它更贵一些。,我相信一个具有经认证环保标签的服装品牌，是一个被社会所接受的购买品牌。,我宁愿坚持一个众所周知的传统服装品牌，也不愿意尝试生态友好型品牌。,如果我喜欢一个品牌，我不会为了尝试新鲜物品，而轻易去改变对这个品牌的喜爱。,如果环保型服装不是品牌服饰，那对我来说都没什么差别。,我认为环保型服饰，例如有机棉，比传统服饰更具时尚感。,我相信环保服装的质量通常高于其他服装。,我相信国家会对环境产生积极的影响。,支持环境保护让我更具有社会责任感。,我对购买环保服装感到满意，因此我也会购买这种服装。,你认识以下这些流行的纺织品环保标签吗？,,,,,,,以下因素对你的服装购买决策有多重要？,,,,,,,,,,,,,通常我都是我朋友圈里最后一个知道最新设计师和时尚潮流的人。,和我的朋友们相比，我很少买新的流行款式。,通常我都是我朋友圈中最后一个购买新时尚款式的人。,我比其他人更先了解新的时尚款式。,如果我听说了新的时装款式或造型，并且知道可以通过当地的精品店或百货商店买到它们，我会很有兴趣去买。,我会考虑购买新的时尚款式，即使是我之前没有听说过的。,以下因素对你的服装购买决策有多重要？,,,,,,,,你每年花多少钱在服装上？,你的就业状况如何？,性別,你的每年收入水平属于以下哪一栏（以家庭为单位）,你的年龄是?,你的最高学历是什么？,你的婚姻状况如何？
11149413904,214327343,11/16/2019 06:29:48 AM,11/16/2019 06:38:27 AM,117.136.39.201,,,,,1,,2,2,2,2,2,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,7,1,2,2,2,2,3,3,3,1,1,1,2,3,2,2,2,4,3,3,2,2,1,1,2,1,1,2,2,1,1,1,1,2,6
11149413813,214327343,11/16/2019 06:28:17 AM,11/16/2019 06:30:14 AM,183.40.43.38,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149413790,214327343,11/16/2019 06:29:49 AM,11/16/2019 06:33:36 AM,117.136.40.52,,,,,1,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,,,,,,,7,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,1,1,1,1,1,1,6
11149413310,214327343,11/16/2019 06:28:52 AM,11/16/2019 06:36:34 AM,223.104.63.52,,,,,1,,1,1,1,1,1,1,1,1,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,,,3,,,,,3,1,1,1,1,1,1,3,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,3,3,1,1,1,1,1,1,2,7
11149410878,214327343,11/16/2019 06:25:59 AM,11/16/2019 06:38:51 AM,14.30.37.87,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,,,,,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6
11149408662,214327343,11/16/2019 06:20:48 AM,11/16/2019 07:00:58 AM,223.104.65.9,,,,,1,,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,4,4,3,2,2,2,2,1,2,3,4,5,6,,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,4,1,2,7
11149407977,214327343,11/16/2019 06:23:58 AM,11/16/2019 06:26:19 AM,14.30.20.241,,,,,1,,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,1,,,,,,,1,2,2,3,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,6
11149406916,214327343,11/16/2019 06:22:30 AM,11/16/2019 06:31:07 AM,183.39.165.96,,,,,1,,1,1,2,3,3,1,2,3,3,4,4,4,2,3,2,2,3,3,3,4,2,4,4,2,3,3,2,2,3,,,,,,,7,2,2,1,2,3,2,3,3,1,4,2,3,2,2,2,2,2,4,3,3,2,3,2,2,2,2,2,3,1,1,2,1,2,6
11149406235,214327343,11/16/2019 06:22:02 AM,11/16/2019 06:27:34 AM,14.28.2.87,,,,,1,,1,2,1,2,1,2,1,2,2,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,7,2,1,2,2,2,2,,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,4,2,2,3,1,1,11,1,2,6
11149405652,214327343,11/16/2019 06:21:37 AM,11/16/2019 06:26:46 AM,183.37.159.212,,,,,1,,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,,5,6,,2,2,2,2,2,3,2,3,2,3,2,2,2,3,3,2,3,3,3,2,3,3,2,2,2,2,2,2,1,2,1,1,2,6
11149404864,214327343,11/16/2019 06:20:06 AM,11/16/2019 06:44:15 AM,183.40.40.53,,,,,1,,2,3,2,2,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,5,,,1,2,3,2,3,1,1,4,2,3,2,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,1,1,1,1,2,6
11149400762,214327343,11/16/2019 06:16:13 AM,11/16/2019 06:37:02 AM,117.136.40.49,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,3,3,1,3,3,3,3,3,3,3,1,4,1,1,1,1,5,6
11149399973,214327343,11/16/2019 06:15:46 AM,11/16/2019 06:23:20 AM,119.124.2.94,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3,4,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6
11149397461,214327343,11/16/2019 06:12:44 AM,11/16/2019 06:17:55 AM,183.39.149.167,,,,,1,,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,,,,,,,7,2,1,3,1,1,1,2,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,6
11149397295,214327343,11/16/2019 06:13:07 AM,11/16/2019 06:28:28 AM,14.28.0.140,,,,,1,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149396885,214327343,11/16/2019 06:11:10 AM,11/16/2019 06:13:06 AM,119.124.2.171,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149394051,214327343,11/16/2019 06:09:35 AM,11/16/2019 06:21:12 AM,183.37.140.55,,,,,1,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,,,,,,,7,1,1,1,1,1,1,1,3,2,2,2,1,1,4,3,3,2,2,2,2,2,2,2,2,1,1,1,7,1,1,6,1,2,6
11149393281,214327343,11/16/2019 06:08:47 AM,11/16/2019 06:14:09 AM,117.136.33.196,,,,,1,,2,2,2,3,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,,,,,,,7,3,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,1,1,2,6
11149392738,214327343,11/16/2019 06:08:28 AM,11/16/2019 06:14:33 AM,120.84.11.244,,,,,1,,2,3,2,2,2,3,2,3,2,4,4,4,2,2,1,1,2,3,2,4,2,4,4,5,3,3,2,2,2,,,,,,,7,1,1,1,1,1,1,1,5,3,4,,3,2,4,4,3,3,5,5,3,3,3,3,3,3,3,3,1,1,2,1,1,2,7
11149392176,214327343,11/16/2019 06:07:42 AM,11/16/2019 06:17:09 AM,183.39.145.241,,,,,1,,1,1,1,1,3,1,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,2,3,2,,,,,,,7,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,7,1,2,1,1,2,6
11149390831,214327343,11/16/2019 06:04:41 AM,11/16/2019 06:16:53 AM,223.74.138.52,,,,,1,,1,1,1,1,1,2,2,3,2,2,4,3,1,1,1,1,3,3,3,2,2,3,1,2,2,2,2,2,3,,,3,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,3,2,1,1,1,1,1,1,1,1,2,1,2,3,1,3,6
11149389377,214327343,11/16/2019 06:04:59 AM,11/16/2019 06:11:36 AM,223.104.65.24,,,,,1,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,3,3,3,1,1,2,,,,,,,7,1,2,2,2,1,3,2,3,1,2,1,1,1,3,3,3,3,3,2,2,1,2,1,1,1,1,1,4,1,1,1,1,2,6
11149387655,214327343,11/16/2019 06:01:48 AM,11/16/2019 06:18:54 AM,14.30.47.64,,,,,1,,2,2,2,2,1,1,3,2,2,3,3,2,1,2,2,1,2,1,2,3,2,4,3,4,2,2,1,2,3,,,,,,,7,1,1,1,1,1,3,1,3,1,3,1,1,1,3,2,3,3,3,3,1,2,1,1,1,1,1,1,2,1,2,1,1,2,6
11149383651,214327343,11/16/2019 05:58:33 AM,11/16/2019 06:27:44 AM,119.124.2.51,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3,,,,7,1,1,1,3,1,1,2,3,4,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11149375011,214327343,11/16/2019 05:48:07 AM,11/16/2019 05:58:44 AM,223.104.63.23,,,,,1,,2,2,4,1,1,1,1,1,1,1,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,,3,,,,,3,3,3,1,1,2,2,2,1,5,3,3,2,4,5,5,3,4,,1,1,1,1,1,1,1,1,1,1,2,1,1,2,7
11149370781,214327343,11/16/2019 05:44:04 AM,11/16/2019 05:51:49 AM,117.136.40.51,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,2,3,2,2,2,,,,,5,,,2,3,4,3,4,2,2,5,1,4,3,3,1,4,3,4,3,4,4,4,4,4,4,4,4,3,3,2,1,2,1,1,2,6
11149369388,214327343,11/16/2019 05:42:10 AM,11/16/2019 05:52:52 AM,223.104.64.37,,,,,1,,1,1,1,1,1,1,1,2,2,5,5,5,2,2,1,2,3,2,2,5,5,2,2,2,3,3,3,3,3,,,3,,,,,2,1,2,2,2,2,2,4,2,5,2,4,5,2,2,2,4,4,4,3,3,3,1,3,,1,2,3,1,2,2,1,2,6
11149366686,214327343,11/16/2019 05:39:16 AM,11/16/2019 05:47:54 AM,119.124.2.15,,,,,1,,1,2,1,2,2,,3,2,1,3,3,,1,1,1,2,1,1,1,1,1,5,2,1,1,3,1,2,1,,,,,,,7,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,3,5,5,1,1,1,1,1,1,1,1,3,1,1,1,1,2,6
11149366483,214327343,11/16/2019 05:37:55 AM,11/16/2019 05:46:39 AM,117.136.40.49,,,,,1,,1,2,1,1,1,1,1,1,2,3,3,3,2,1,1,1,1,1,1,3,2,2,2,2,1,1,1,2,1,1,2,3,4,5,6,,2,1,1,1,2,2,2,2,1,3,1,1,2,2,2,2,1,2,3,2,2,2,2,1,1,3,1,6,1,1,2,1,2,6
11149366128,214327343,11/16/2019 05:38:20 AM,11/16/2019 05:40:25 AM,117.136.40.49,,,,,1,,1,3,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149366039,214327343,11/16/2019 05:38:19 AM,11/16/2019 06:51:14 AM,117.136.39.207,,,,,1,,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,2,2,2,2,2,2,4,2,2,2,2,2,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,3,1,2,6
11149365306,214327343,11/16/2019 05:37:47 AM,11/16/2019 05:41:16 AM,120.230.25.10,,,,,1,,1,3,1,2,3,2,1,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,7,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,3,3,3,3,5,5,5,1,5,1,5,4,1,1,1,1,1,2,6
11149361390,214327343,11/16/2019 05:33:05 AM,11/16/2019 06:17:55 AM,112.97.213.43,,,,,1,,2,3,3,1,1,1,2,2,2,3,3,3,1,2,2,2,1,1,1,2,2,4,4,4,3,2,2,2,2,,,,,,,7,2,2,2,2,3,2,2,4,2,2,3,3,2,4,2,2,3,3,3,2,2,2,2,2,2,2,2,4,1,2,2,1,2,7
11149360625,214327343,11/16/2019 05:32:04 AM,11/16/2019 05:54:34 AM,117.136.40.62,,,,,1,,1,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,4,3,3,3,3,1,1,3,,,,,5,,,1,1,3,1,1,3,3,3,2,4,2,3,1,2,2,2,4,3,3,3,3,3,1,3,1,1,1,5,1,2,3,1,2,6
11149357338,214327343,11/16/2019 05:24:52 AM,11/16/2019 05:52:20 AM,119.124.3.147,,,,,1,,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,3,2,3,1,2,1,1,2,,,,,,,7,1,2,2,1,1,1,1,2,2,3,1,2,2,3,2,3,3,2,1,3,3,3,2,2,2,1,1,2,1,1,6,1,2,6
11149356559,214327343,11/16/2019 05:25:58 AM,11/16/2019 05:35:08 AM,183.39.169.9,,,,,1,,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,,2,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,2,1,1,2,1,2,6
11149356013,214327343,11/16/2019 05:27:17 AM,11/16/2019 05:36:55 AM,113.83.225.212,,,,,1,,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,3,1,3,1,3,3,1,1,1,1,,,,,,,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7
11149355655,214327343,11/16/2019 05:26:29 AM,11/16/2019 05:32:00 AM,112.97.217.57,,,,,1,,2,3,1,2,3,3,3,3,3,4,4,4,2,3,2,2,3,2,3,3,3,3,3,3,3,3,2,2,2,,,,4,,,,1,1,1,1,3,3,1,4,1,4,1,2,1,3,3,3,3,3,3,,,,,,,,,,,,,,,
11149353888,214327343,11/16/2019 05:24:36 AM,11/16/2019 05:31:48 AM,117.136.40.63,,,,,1,,1,2,2,2,1,1,1,1,3,4,4,3,2,1,1,1,1,1,3,3,2,4,3,3,3,3,3,3,3,,,3,,,,,1,1,3,1,1,4,3,5,2,5,2,2,3,3,3,3,3,3,3,2,3,1,1,1,2,1,1,2,1,1,1,1,2,7
11149353743,214327343,11/16/2019 05:23:44 AM,11/16/2019 05:32:33 AM,117.136.40.59,,,,,1,,2,2,2,1,1,1,2,1,2,3,3,2,1,1,1,2,1,2,3,3,1,1,3,2,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149350932,214327343,11/16/2019 05:21:35 AM,11/16/2019 05:21:50 AM,183.42.50.163,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149346571,214327343,11/16/2019 05:14:34 AM,11/16/2019 05:17:01 AM,117.136.39.201,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149345293,214327343,11/16/2019 05:14:46 AM,11/16/2019 05:25:50 AM,183.37.128.163,,,,,1,,2,3,4,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,2,,,,,,,7,1,1,1,1,1,2,1,3,3,4,4,2,1,3,3,4,2,2,2,3,2,2,3,3,3,2,2,6,1,2,1,1,6,6
11149340863,214327343,11/16/2019 05:10:45 AM,11/16/2019 05:17:07 AM,183.40.52.115,,,,,1,,1,3,2,2,1,1,1,2,2,3,3,3,2,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,,,3,,,,7,2,1,2,2,3,2,1,4,1,4,3,4,4,3,3,3,3,4,3,5,1,3,3,1,4,3,3,1,1,2,1,1,2,6
11149340556,214327343,11/16/2019 05:10:17 AM,11/16/2019 05:17:14 AM,183.42.27.115,,,,,1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,7,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,11,1,2,6
11149339729,214327343,11/16/2019 05:09:19 AM,11/16/2019 05:14:41 AM,183.40.53.19,,,,,1,,1,1,1,1,1,1,1,1,1,4,3,3,3,1,3,1,2,3,3,3,1,3,1,3,3,3,1,1,1,,,3,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,6
11149335977,214327343,11/16/2019 05:03:38 AM,11/16/2019 05:16:16 AM,117.136.40.53,,,,,1,,1,1,2,1,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,3,3,2,3,1,1,1,,,3,4,,,7,1,1,3,2,3,3,1,1,1,3,3,3,3,3,2,2,1,1,2,2,2,1,1,3,1,1,1,2,1,2,9,1,2,6
11149335550,214327343,11/16/2019 05:04:57 AM,11/16/2019 05:07:56 AM,119.124.2.99,,,,,1,,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,2,2,2,3,3,1,3,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149332065,214327343,11/16/2019 05:00:56 AM,11/16/2019 05:08:35 AM,121.11.240.240,,,,,1,,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,2,2,2,2,2,2,4,3,4,2,2,2,2,2,,,3,,,,,2,2,2,2,2,2,2,3,2,2,2,2,4,3,2,2,4,3,3,3,2,2,2,2,2,2,2,1,1,2,1,1,2,7
11149331510,214327343,11/16/2019 05:00:46 AM,11/16/2019 05:15:44 AM,183.39.177.21,,,,,1,,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,,,,,1,1,1,1,2,1,1,4,2,3,2,1,1,4,3,4,3,2,3,3,3,3,2,1,2,2,1,4,1,2,1,1,1,6
11149330163,214327343,11/16/2019 04:57:30 AM,11/16/2019 04:59:33 AM,117.136.39.204,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149325624,214327343,11/16/2019 04:54:31 AM,11/16/2019 05:00:38 AM,112.97.176.91,,,,,1,,1,2,3,1,3,2,2,2,2,3,3,3,2,2,1,2,2,2,2,3,2,4,4,4,2,3,2,2,2,,,3,,,,,2,2,2,2,2,2,2,3,1,3,2,2,1,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,1,2,1,1,2,6
11149320497,214327343,11/16/2019 04:42:10 AM,11/16/2019 05:21:33 AM,223.104.1.17,,,,,1,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,7,1,2,2,2,2,2,2,4,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,2,6,1,2,7
11149317779,214327343,11/16/2019 04:46:10 AM,11/16/2019 04:52:07 AM,59.39.150.253,,,,,1,,1,3,2,3,3,2,3,3,3,3,4,4,3,2,2,2,2,3,3,3,2,2,3,3,3,3,3,2,3,,,,4,,6,,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,6
11149315308,214327343,11/16/2019 04:43:13 AM,11/16/2019 04:51:21 AM,183.39.141.79,,,,,1,,2,2,3,2,3,2,2,3,2,3,3,3,2,3,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,,,3,,5,6,,2,1,2,2,3,1,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,1,2,1,1,2,6
11149309744,214327343,11/16/2019 04:37:22 AM,11/16/2019 04:45:22 AM,113.80.99.81,,,,,1,,1,1,1,2,2,1,2,1,2,3,3,3,2,2,1,1,1,1,1,3,2,2,2,2,2,3,2,2,2,,,3,,,6,,2,2,2,2,1,2,1,3,2,3,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,1,1,1,1,2,5
11149308825,214327343,11/16/2019 04:35:55 AM,11/16/2019 04:50:04 AM,14.28.16.99,,,,,1,,1,2,1,1,1,1,1,1,1,3,2,2,2,1,1,1,1,1,1,2,1,4,1,3,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149308749,214327343,11/16/2019 04:35:59 AM,11/16/2019 04:51:18 AM,14.28.20.45,,,,,1,,1,2,2,1,2,2,2,2,1,1,3,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,4,1,2,1,1,2,6
11149307112,214327343,11/16/2019 04:35:04 AM,11/16/2019 04:38:47 AM,183.39.173.0,,,,,1,,2,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,2,2,,,,,,,7,3,2,2,2,2,2,2,3,2,3,2,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,4,1,2,1,1,2,6
11149304718,214327343,11/16/2019 04:32:07 AM,11/16/2019 04:38:48 AM,119.124.3.60,,,,,1,,1,1,1,1,1,1,1,1,1,3,4,4,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,,,,,,,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,7,1,1,7
11149301542,214327343,11/16/2019 04:29:03 AM,11/16/2019 04:34:44 AM,112.97.210.235,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,,,,6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6
11149294886,214327343,11/16/2019 04:18:22 AM,11/16/2019 04:39:51 AM,183.39.3.214,,,,,1,,2,3,2,3,2,2,2,3,3,2,2,3,2,2,1,1,1,2,3,2,2,2,2,3,2,2,2,2,2,1,,,,,,,2,2,2,2,3,4,2,3,3,3,3,1,1,3,3,3,2,2,4,4,2,2,2,2,3,3,3,6,1,2,1,1,2,7
11149294445,214327343,11/16/2019 04:21:07 AM,11/16/2019 04:21:28 AM,183.40.26.74,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149294227,214327343,11/16/2019 04:20:36 AM,11/16/2019 04:27:41 AM,112.97.183.122,,,,,1,,2,1,3,2,2,2,1,1,1,3,3,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,,,3,,,,,2,2,2,2,3,2,2,2,2,2,3,3,4,3,3,3,3,3,2,3,2,3,2,3,2,2,3,4,1,2,1,1,2,6
11149290869,214327343,11/16/2019 04:16:34 AM,11/16/2019 04:26:40 AM,223.104.64.69,,,,,1,,1,1,2,2,2,2,1,2,2,3,3,3,2,2,3,2,2,2,1,4,3,2,2,3,3,2,2,3,3,,,3,4,5,,,2,3,3,3,4,4,3,3,3,5,3,3,3,2,2,1,2,2,3,3,2,2,3,3,3,3,2,4,1,2,1,1,2,6
11149290687,214327343,11/16/2019 04:15:27 AM,11/16/2019 04:37:21 AM,223.104.65.8,,,,,1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,3,2,2,2,2,,,3,,,,,2,2,2,2,2,2,2,4,2,3,2,3,2,3,2,3,3,3,3,2,2,2,2,2,2,2,2,1,1,2,1,1,2,6
11149288529,214327343,11/16/2019 04:14:46 AM,11/16/2019 04:24:30 AM,183.40.3.104,,,,,1,,1,1,1,1,1,1,1,2,1,2,3,3,1,1,1,1,1,2,2,2,2,4,3,4,1,3,2,1,2,,,3,4,5,,,1,1,1,1,2,3,3,4,2,4,3,3,2,4,4,3,3,1,1,3,1,1,1,1,1,1,1,2,1,2,1,1,2,6
11149287615,214327343,11/16/2019 04:13:24 AM,11/16/2019 04:29:04 AM,117.136.40.75,,,,,1,,3,3,2,2,3,3,3,3,2,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,,,,,,,7,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,1,3,3,3,1,1,1,2,1,2,6
11149284269,214327343,11/16/2019 04:09:57 AM,11/16/2019 04:15:52 AM,117.136.40.52,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,2,1,1,2,7
11149284044,214327343,11/16/2019 04:08:48 AM,11/16/2019 04:17:48 AM,183.40.28.77,,,,,1,,2,3,2,2,2,2,1,2,2,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2,2,2,,,,,,,7,2,2,2,2,2,2,2,2,3,3,2,3,2,3,3,3,3,3,4,3,3,3,2,3,2,2,1,5,1,2,3,1,2,6
